wiki_content,wiki_title
"For the past many years, SSi has championed the cause for fair pricing and open competition in the northern communications market. SSi has been demanding better service for consumers in a series of regulatory proceedings before the Canadian Radio-television and Telecommunications Commission (CRTC). In 2011, SSI filed a complaint with the CRTC on Northwestel's pricing for backbone connectivity, the essential fibre communications link between northern Canada and the rest of the world. SSI also presented detailed concerns at CRTC hearings regarding Northwestel's monopoly operations, whereby shareholders were benefiting from the existing regulatory framework much more than consumers. As a result, the CRTC had ordered Northwestel to lower its wholesale rates and upgrade its ageing network to provide better services to the public. As well, the CRTC has been conducting a holistic review into the regulatory framework for the North.
",SSi Canada
"SSi Canada is listed as a sponsor for several local non profit associations.
",SSi Canada
"The New York Rangers are a professional ice hockey team based in Manhattan, New York. They are members of the Metropolitan Division of the Eastern Conference of the National Hockey League (NHL). Playing their home games at Madison Square Garden, the Rangers are one of the oldest teams in the NHL, having joined in 1926 as an expansion franchise, and are part of the group of teams referred to as the Original Six.  The Rangers were the first NHL franchise in the United States to win the Stanley Cup,[1] which they have done four times (most recently in 1994).[2] The team is commonly referred to by its famous nickname, ""The Broadway Blueshirts"", or more commonly in New York media, as simply the ""Blueshirts"".[3] The team has had eleven general managers since their inception,[4] not including Conn Smythe. Smythe built the first Rangers team but was fired prior to the start of the inaugural season.[5]",List of New York Rangers general managers
"Horst Schimanski is a fictional policeman in the homicide department who appears in the German Tatort (i. e. ""crime scene"") TV crime series and a spin-off named Schimanski. Portrayed by Götz George, he made his debut in the 1981 episode ""Duisburg-Ruhrort"" [de] and appeared in 29 episodes until 1991. Two episodes (""Zahn um Zahn"" [de], 1985 and ""Zabou"" [de], 1987) were published in cinema before they were aired on TV.Also notable is the episode ""Unter Brüdern"" [de] from 1990, which was produced as a crossover with the east german Polizeiruf 110 crime series, in which Schimanski coworked with two colleagues from the east german Volkspolizei. In 1997 his own Schimanski crime series as a loosely spin-off was started. Schimanski now was a retired policeman living in Belgium with his long-time girlfriend Marie Claire and investigates international in 17 episodes. In the early episodes he often did some semi-legal work for the German police. Production slowed down over the years, there is one new episode per year at most. The latest episode was aired on Nov 10th 2013. All the Schimanski episodes were produced by the German television station WDR except the two movies, which were produced by Bavaria Film and Constantin Film.
",Horst Schimanski
"Schimanski was consistently written as the prototypical proletarian living very closely to the criminals he normally was obliged to persecute. Consequently, many of his cases deal with underprivileged victims and upper class criminals or at least suspects, which was a rather uncommon concept in West German TV-shows of that era. Coming from the industrial city of Duisburg in the Ruhr Area, George portrayed him as a rugged, often unkempt simple man (unsophisticated, but not unintelligent) who often swears but never backs out of a fight and keeps a sense of honour for minorities. In the majority of episodes he wears a well-worn grey or beige M-65 field jacket with cropped epaulettes that became famous in Germany as the ""Schimanski Jacket"".
",Horst Schimanski
"In the original Tatort episodes he was perennially accompanied by ""Christian Thanner"", a soft, well-dressed and well educated policeman who often served as a foil for the proletarian Schimanski. In the first episode of the follow-up series Schimanski Thanner was killed by policemen gone vigilante. This was necessary as Eberhard Feik who played Thanner had died in the hiatus of the series. His other long term colleague and companion in both series ""Hans Scherpenzeel van Maaskant-Schoutens"" (abbrevated ""Hänschen"", for little John) was played by Chiem van Houweninge, who also wrote several episodes.
",Horst Schimanski
"From the beginning, Schimanski's character polarised the public: the WDR stated that his opponents saw him as a disgrace for the police and for German TV, his admirers as a new breed of more realistic, streetwise characters (""für die einen war er der Kämpfer für Gerechtigkeit und wurde schließlich zur Kultfigur, für die anderen war er eher ein Gesetzesbrecher, dem etwas Schmuddeliges anhaftete"", ""for some he was the fighter for justice and became a cult character, for others he was more of a lawbreaker with a grubby aura"");[1] but in time, he became a cult figure in German culture and the most popular Tatort character.[1]",Horst Schimanski
"
",Elizabeth Hazelton Haight
"Elizabeth Hazelton ""Hazel"" Haight (February 11, 1872 – November 15, 1964) was an American classical scholar and academic who specialised in Latin teaching. She spent most of her career working for Vassar College in Poughkeepsie, New York. Haight was the second female president of the American Philological Association, and first woman to chair the Advisory Council of the American School of Classical Studies at Rome. She published eleven books in the field of Classics, as well as histories of Vassar and James Monroe Taylor. Her works focused on Latin Literature and the Greek novel, before she began the study of symbolism in Latin literature in her final publications. She was involved in Vassar's war efforts during World War I, and supporting foreign scholars during World War II, and was consistently interested in promoting women's education as a force for good in American society. 
",Elizabeth Hazelton Haight
"Elizabeth Hazelton ""Hazel"" Haight was born in Auburn, to John White Haight and Helen M. Haight née Meeker. Her father was one of the leading businessmen in Auburn during his lifetime.[1] She began studying Classics at school in Auburn, and attributed her love of the subject to the influence of her mother, who had read and enjoyed Virgil in her own schooldays, and who had been a decisive factor in Haight's going to college.[2]",Elizabeth Hazelton Haight
"Haight matriculated at Vassar College in 1890, and was commencement speaker for her undergraduate class, graduating from Vassar with a degree in Classics in 1894. She also edited the yearbook for that year, and was awarded a retrospective membership to Phi Beta Kappa.[3][4] During the course of her studies, some of her poems were published in The Miscellany News.[4] After graduation, Haight taught at schools in the New York area, including Rye Seminary School in Rye (1894-1895), the Emma Willard School in Troy (1895-1900), and the Packer Collegiate Institute in Brooklyn (1900-1901).[4] She received her AM, also from Vassar, in 1899, with a dissertation entitled ""Conditional Sentences in the Iliad and the Odyssey"".[3] As she was teaching at the time, her MA was received in absentia. She then moved to Cornell University, where she studied with Charles E. Bennett, and received her PhD with a thesis entitled The Sea in Greek Poetry in 1909.[5][3]",Elizabeth Hazelton Haight
